Timestamp,EA
1758282367.227501,2.825970
1758282367.294001,2.832860
1758282367.360501,2.832860
1758282367.427500,2.827113
1758282367.494000,2.824818
1758282367.560500,2.816821
1758282367.627500,2.819103
1758282367.694000,2.825970
1758282367.760500,2.843270
1758282367.827500,2.863124
1758282367.894000,2.886852
1758282367.960500,2.931802
1758282368.027500,2.971823
1758282368.094000,2.997394
1758282368.160500,3.028672
1758282368.227500,3.040560
1758282368.294000,3.056570
1758282368.360500,3.056570
1758282368.427000,3.060596
1758282368.493500,3.048550
1758282368.560499,3.055235
1758282368.626999,3.071387
1758282368.693499,3.061949
1758282368.760499,3.028672
1758282368.826999,2.996110
1758282368.893499,2.970561
1758282368.960499,2.946685
1758282369.027499,2.931802
1758282369.093499,2.934274
1758282369.160499,2.926883
1758282369.227499,2.934274
1758282369.293499,2.941703
1758282369.360499,2.952929
1758282369.427499,2.949182
1758282369.493499,2.933044
1758282369.560499,2.908554
1758282369.627499,2.883270
1758282369.693498,2.856087
1758282369.760499,2.830556
1758282369.827498,2.810009
1758282369.893498,2.785292
1758282369.960498,2.759917
1758282370.027498,2.747947
1758282370.093498,2.764301
1758282370.160498,2.763198
1758282370.227498,2.766488
1758282370.293498,2.755546
1758282370.360498,2.743614
1758282370.427498,2.768689
1758282370.493498,2.798721
1758282370.560498,2.797601
1758282370.627498,2.779735
1758282370.693498,2.771991
1758282370.759998,2.758828
1758282370.826498,2.747947
1758282370.893497,2.732852
1758282370.960497,2.720046
1758282371.026497,2.715811
1758282371.093497,2.728566
1758282371.160497,2.752282
1758282371.226997,2.762107
1758282371.293497,2.756643
1758282371.359997,2.753376
1758282371.426497,2.743614
1758282371.493247,2.744690
1758282371.559997,2.727503
1758282371.626747,2.718989
1758282371.693497,2.714747
1758282371.760497,2.713694
1758282371.826997,2.710528
1758282371.893497,2.714747
1758282371.960496,2.710528
1758282372.026996,2.707360
1758282372.093496,2.707360
1758282372.160496,2.704210
1758282372.226996,2.702110
1758282372.293496,2.698972
1758282372.360496,2.701066
1758282372.426996,2.710528
1758282372.493496,2.708419
1758282372.560496,2.705266
1758282372.626996,2.703165
1758282372.693496,2.706313
1758282372.760496,2.702110
1758282372.826996,2.701066
1758282372.893496,2.702110
1758282372.959996,2.706313
1758282373.026495,2.705266
1758282373.093495,2.710528
1758282373.159995,2.722174
1758282373.226495,2.733920
1758282373.293495,2.754461
1758282373.359995,2.787523
1758282373.426495,2.819103
1758282373.493495,2.857253
1758282373.559995,2.885660
1758282373.626495,2.926883
1758282373.693495,2.961719
1758282373.759995,2.993533
1758282373.826495,3.015563
1758282373.893495,3.033940
1758282373.959995,3.047209
1758282374.026495,3.055235
1758282374.093494,3.070039
1758282374.159994,3.078172
1758282374.226494,3.078172
1758282374.293494,3.074100
1758282374.359994,3.074100
1758282374.426494,3.078172
1758282374.493494,3.080897
1758282374.559994,3.078172
1758282374.626494,3.093213
1758282374.693494,3.126520
1758282374.759994,3.149139
1758282374.826494,3.172075
1758282374.893494,3.183668
1758282374.959994,3.189504
1758282375.026494,3.189504
1758282375.093493,3.189504
1758282375.159993,3.208596
1758282375.226493,3.233918
1758282375.293493,3.217496
1758282375.359993,3.188050
1758282375.426493,3.177868
1758282375.492993,3.170637
1758282375.559493,3.153413
1758282375.626493,3.140614
1758282375.692993,3.126520
1758282375.759493,3.108389
1758282375.826493,3.089102
1758282375.892993,3.078172
1758282375.959493,3.064632
1758282376.026493,3.053888
1758282376.092993,3.045882
1758282376.159492,3.041895
1758282376.226492,3.040560
1758282376.292992,3.045882
1758282376.359492,3.048550
1758282376.426492,3.056570
1758282376.492992,3.072750
1758282376.559492,3.084987
1758282376.626492,3.083627
1758282376.692992,3.091833
1758282376.759492,3.093213
1758282376.826492,3.100095
1758282376.892992,3.112552
1758282376.959492,3.118129
1758282377.026492,3.122319
1758282377.092992,3.130746
1758282377.159492,3.136375
1758282377.226492,3.139204
1758282377.292992,3.139204
1758282377.359492,3.140614
1758282377.425992,3.139204
1758282377.492491,3.139204
1758282377.559491,3.137796
1758282377.625991,3.139204
1758282377.692491,3.149139
1758282377.759491,3.151992
1758282377.825991,3.150558
1758282377.892491,3.159138
1758282377.959491,3.160565
1758282378.025991,3.167751
1758282378.092491,3.172075
1758282378.159491,3.179312
1758282378.225991,3.182219
1758282378.292491,3.183668
1758282378.359491,3.195361
1758282378.425991,3.204172
1758282378.492491,3.207125
1758282378.559490,3.198283
1758282378.625990,3.186583
1758282378.692490,3.189504
1758282378.759490,3.190959
1758282378.825990,3.196821
1758282378.892490,3.195361
1758282378.959490,3.198283
